accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.096481105181344118e+00,1.093191739074916402e+00,-8.675415046159404397e+00
1.100757119265182382e+00,1.087430723513080677e+00,-8.709820859617781963e+00
1.108346170276929499e+00,1.096566134428786699e+00,-8.698987401515282158e+00
1.096725955354280524e+00,1.102594777888124433e+00,-8.699334723295995886e+00
1.104215263606315833e+00,1.106012072518756773e+00,-8.695244811501614990e+00
1.103749118635352078e+00,1.095132690709770928e+00,-8.700325990430782142e+00
1.097632542878549167e+00,1.107369102549166984e+00,-8.692978744666898905e+00
1.095792538523236548e+00,1.103901619108884402e+00,-8.695020696662918880e+00
1.106275715908657808e+00,1.092026086752591052e+00,-8.684025814965831813e+00
1.110322930959982468e+00,1.088250311576968166e+00,-8.698983441433403740e+00
1.111284118513697905e+00,1.079636171861891647e+00,-8.705100819543504898e+00
1.097553203824975343e+00,1.087477761390930775e+00,-8.683984212633257371e+00
1.098284111813208286e+00,1.108161744033725027e+00,-8.702253017406334834e+00
1.100236650784726766e+00,1.115225675460044918e+00,-8.698442279809400546e+00
1.111510949553464744e+00,1.089976935269010294e+00,-8.712903932222129555e+00
1.095171863294218007e+00,1.115849972923947497e+00,-8.692707570958246421e+00
1.097871414568586168e+00,1.095634137384372098e+00,-8.692040046425399069e+00
1.098683928668808818e+00,1.096450462126446812e+00,-8.693675049987271919e+00
1.101037708080194966e+00,1.102988949959526233e+00,-8.688639207648556351e+00
1.083065565234435423e+00,1.107357918314736622e+00,-8.703624524634932413e+00
1.097833555810636241e+00,1.101602581168956263e+00,-8.689188359006065454e+00
1.082151923594355081e+00,1.106804966351159214e+00,-8.704202447483476490e+00
1.085205601473739456e+00,1.099999910327287722e+00,-8.704641924778474760e+00
1.087875663554365602e+00,1.102936585432281680e+00,-8.696846972878335080e+00
1.099655760654357328e+00,1.109510451773973783e+00,-8.702083904467967201e+00
1.096346576893260760e+00,1.103668796926292384e+00,-8.688333126815093621e+00
1.105649809047019705e+00,1.093571350120128294e+00,-8.679650183949052078e+00
1.100236997405684480e+00,1.102237666884516631e+00,-8.696262805346663072e+00
1.103389687597115421e+00,1.106876474658980758e+00,-8.682865063692812413e+00
1.095911544371668489e+00,1.091053625244357006e+00,-8.691539252044490738e+00
1.099300237264570601e+00,1.106936851657541965e+00,-8.684112815525152129e+00
1.086485209004526276e+00,1.107902995019542036e+00,-8.685925155557759680e+00
1.083566740340409007e+00,1.103710651475628746e+00,-8.691889052150106210e+00
1.103324510270444980e+00,1.102324083095643559e+00,-8.692896768918496164e+00
1.088360946483543756e+00,1.101685106180513518e+00,-8.688803056543317638e+00
1.119395913533069775e+00,1.093843740086221761e+00,-8.692754125725299374e+00
1.097324213717979058e+00,1.083525229149947755e+00,-8.698411359383941388e+00
1.091251215360183879e+00,1.088698495124651444e+00,-8.709061155956202782e+00
1.095936891371469324e+00,1.093172284498059810e+00,-8.695406317388597373e+00
1.099717906136176371e+00,1.100301992197154188e+00,-8.688224810834451972e+00
1.099587562226873816e+00,1.106124679284292700e+00,-8.696265246305875607e+00
1.092475381054575090e+00,1.104455000334312764e+00,-8.684146826341459402e+00
1.099357581186338972e+00,1.087796390611450947e+00,-8.697560999403840754e+00
1.100974766167200913e+00,1.099352913926939568e+00,-8.696423553856313049e+00
1.107125390931285480e+00,1.099337350927044099e+00,-8.681030680190454873e+00
1.106350871862282537e+00,1.096186308532353326e+00,-8.703082686132892931e+00
1.097228016490554126e+00,1.108963352397231317e+00,-8.683420075963974583e+00
1.098131273504229011e+00,1.110324020465793815e+00,-8.699179857583166253e+00
1.104863452895931353e+00,1.097215151509616682e+00,-8.699114607455074477e+00
1.106296126224150633e+00,1.101104869430473698e+00,-8.680233135515850407e+00
1.093982344210934432e+00,1.086493863290969308e+00,-8.706632564549623865e+00
1.104358530025660201e+00,1.095379160708124910e+00,-8.690265081617850385e+00
1.099763309498535291e+00,1.101373646366895942e+00,-8.692765272325955195e+00
1.093015077746667840e+00,1.099926857017236692e+00,-8.698380730010189410e+00
1.111300089483649334e+00,1.092368643278518903e+00,-8.687211471209529634e+00
1.086612303462960893e+00,1.098049192375219363e+00,-8.703155252265727171e+00
1.103430214421496247e+00,1.106891398898826928e+00,-8.694577289542509746e+00
1.109682632137453773e+00,1.085001330296252231e+00,-8.687642566990740889e+00
1.097450529853054357e+00,1.109568364945728192e+00,-8.694776159095088275e+00
1.093660011268781984e+00,1.101565609669242107e+00,-8.703568882153485120e+00
1.101544596612610727e+00,1.111764217216443917e+00,-8.693477383060800534e+00
1.093869215402647699e+00,1.106331801763697609e+00,-8.687490207387623897e+00
1.100680394816546670e+00,1.098355530494087073e+00,-8.699642317321961471e+00
1.105636624191098205e+00,1.103339064177897288e+00,-8.690924747842046827e+00
1.108489960729676760e+00,1.096105249129204040e+00,-8.699638315766529573e+00
1.106361586159438470e+00,1.112416824225555212e+00,-8.703665940929212752e+00
1.107147606445384458e+00,1.100574360030000420e+00,-8.688077088505423262e+00
1.110151938980030062e+00,1.093597858046710725e+00,-8.700285768780132045e+00
1.101865434497923291e+00,1.105795261222047410e+00,-8.697331029503697408e+00
1.114728302918732261e+00,1.088376158961639195e+00,-8.687992875663987036e+00
1.098761986687537329e+00,1.103082680161362683e+00,-8.705148479351239033e+00
1.108072973697469266e+00,1.106961188358459358e+00,-8.700956474402458340e+00
1.094071672835826403e+00,1.113130785652494348e+00,-8.688010567068879197e+00
1.112748988397131100e+00,1.109828967235525488e+00,-8.693293403320392798e+00
1.097408954776661005e+00,1.102847069396543755e+00,-8.702153994704817208e+00
1.094720296677875959e+00,1.109569258555045623e+00,-8.695226568128916256e+00
1.105689252043505544e+00,1.098621842493611833e+00,-8.698558654912927679e+00
1.098118211523472665e+00,1.086158297569894460e+00,-8.686924834563173548e+00
1.100524367565212325e+00,1.095969807535179141e+00,-8.692319299439903446e+00
1.095923054924976103e+00,1.094511561465246752e+00,-8.671983441835180884e+00
1.106338068957456233e+00,1.100210704317575061e+00,-8.698181212945849339e+00
1.098037974255463567e+00,1.097016749826700055e+00,-8.689230123414532159e+00
1.103293300999394155e+00,1.094846611408892612e+00,-8.698170961451543448e+00
1.087187601374708379e+00,1.087394893309337807e+00,-8.684010597121689656e+00
1.092039331115626455e+00,1.105168413599156629e+00,-8.702229767145473360e+00
1.094601384302470004e+00,1.110801392052115366e+00,-8.705375795817429818e+00
1.111007583277510147e+00,1.094843398153406255e+00,-8.689257001595134255e+00
1.095777301183363805e+00,1.103377079161285579e+00,-8.701750335451595930e+00
1.099254744988310772e+00,1.092788790898888696e+00,-8.687073335079251279e+00
1.098558314323160312e+00,1.097121601233776556e+00,-8.691297026939869497e+00
1.089045349324670342e+00,1.112662928707202736e+00,-8.691948128043680555e+00
1.091662042242293573e+00,1.089716712648972852e+00,-8.684174484107751724e+00
1.081546558560455562e+00,1.104964728297601395e+00,-8.690945699091068732e+00
1.090253849841617440e+00,1.096657997539390417e+00,-8.684440238181636573e+00
1.106899021069724265e+00,1.101757028274968908e+00,-8.699345673016770419e+00
1.105786453319689278e+00,1.093454522605626256e+00,-8.700404110491604115e+00
1.087139333195971780e+00,1.108506074864000324e+00,-8.698849125391271642e+00
1.115408686014968564e+00,1.113696813466541924e+00,-8.689049844616103968e+00
1.107063085609081954e+00,1.094334682173206952e+00,-8.698028929782868346e+00
1.104062796036766603e+00,1.092396014017081862e+00,-8.694668635680589119e+00
1.087324235298539721e+00,1.088356843329142620e+00,-8.690407588978553477e+00
1.111539444655248898e+00,1.090948024903207303e+00,-8.687309080328168065e+00
1.102260669778570845e+00,1.108563565171885701e+00,-8.689734106911382483e+00
1.100400311177871737e+00,1.105250569266128746e+00,-8.701792966983369126e+00
1.102662243708943723e+00,1.083245373599058148e+00,-8.687211769649044513e+00
1.115133658210548884e+00,1.107098138920440844e+00,-8.695745135970447848e+00
1.101701167323310804e+00,1.095303250858545852e+00,-8.699365114991335801e+00
1.087484411611368884e+00,1.108867514652624120e+00,-8.706866575327513402e+00
1.107982521577130619e+00,1.099816213393390640e+00,-8.687595402922656973e+00
1.096871773824744434e+00,1.092943997470960049e+00,-8.689163709866461360e+00
1.095534670544373368e+00,1.097439709713071032e+00,-8.688458839240942311e+00
1.091655699901800558e+00,1.103470887319004889e+00,-8.686645950300308172e+00
1.098550112395687117e+00,1.106286377512149866e+00,-8.710540487915396923e+00
1.107820487216806704e+00,1.108842947319622851e+00,-8.692775395517063686e+00
1.104804035463696543e+00,1.101366663226237330e+00,-8.702070818093277538e+00
1.089656039572152402e+00,1.091982629806697691e+00,-8.698393643299192846e+00
1.096690097915718143e+00,1.099526340556800985e+00,-8.678597646934729681e+00
1.106231407323746474e+00,1.099124413828664881e+00,-8.706679312287322503e+00
1.086768855074620177e+00,1.094368352710008985e+00,-8.690444210211410336e+00
1.111616750758770200e+00,1.087918190976319144e+00,-8.692958377142813831e+00
1.088156473796690893e+00,1.098768354350831089e+00,-8.692555523974839105e+00
1.082333793939701527e+00,1.089450054867333817e+00,-8.703600959113360958e+00
1.095663449915673882e+00,1.090733736621964045e+00,-8.695435595430097919e+00
1.101769663469177152e+00,1.107778404477578693e+00,-8.696404744710964252e+00
1.100023625315855735e+00,1.091226644299482462e+00,-8.691309165095407963e+00
1.099912805595458565e+00,1.086225388978035111e+00,-8.694424804095435277e+00
1.115197332862962298e+00,1.094764385158415010e+00,-8.691975933822805089e+00
1.095136452362355461e+00,1.091568363169675759e+00,-8.692955548528241039e+00
1.097813095655249205e+00,1.099066751027236277e+00,-8.690938943747791967e+00
1.098442956254275016e+00,1.100990492940925547e+00,-8.711238653059035997e+00
1.080712877357235424e+00,1.109516363943908956e+00,-8.689729713279469081e+00
1.096744055713984922e+00,1.093625679052986577e+00,-8.698949844491712824e+00
1.087991022084092263e+00,1.109762476692182087e+00,-8.685620679639612263e+00
1.088374089503396647e+00,1.104141268846310586e+00,-8.695382328074240164e+00
1.100506520606132410e+00,1.089191149745577514e+00,-8.701908758508547947e+00
1.101020340720238799e+00,1.103261579826691818e+00,-8.700855472907582211e+00
1.088811114761264687e+00,1.090619981936404859e+00,-8.700838259714686274e+00
1.097827169519922652e+00,1.100157406940105442e+00,-8.703515864238307032e+00
1.103425166993356576e+00,1.090744940289479770e+00,-8.689821607118181745e+00
1.095861741181639815e+00,1.092030770408622287e+00,-8.690153916673112988e+00
1.105330385453897613e+00,1.100412428787949093e+00,-8.692156641499206415e+00
1.089018829856363224e+00,1.103256771915774204e+00,-8.694468874808050529e+00
1.099534565424592714e+00,1.119647939074676302e+00,-8.700751749336989249e+00
1.103105891590920651e+00,1.105260255568575323e+00,-8.684565255308026366e+00
1.091549058233808323e+00,1.089894866533439588e+00,-8.698261171955227411e+00
1.091458527870206474e+00,1.097321644011350905e+00,-8.682913818900065195e+00
1.106424260844669716e+00,1.084058967230364656e+00,-8.706598678200945685e+00
1.090621165331141285e+00,1.097100181993647894e+00,-8.692426663006056486e+00
1.093046590199273860e+00,1.091439092861307358e+00,-8.690001612295921163e+00
1.093695187702063976e+00,1.108107193710602623e+00,-8.690583483471852944e+00
1.097653297018487573e+00,1.106109210377280272e+00,-8.692640912131183839e+00
1.089886720855353319e+00,1.102344645546679214e+00,-8.700179617689633105e+00
1.102246879914655420e+00,1.103792271385623414e+00,-8.703894502640098452e+00
1.077091962026182959e+00,1.094200196201887465e+00,-8.697792972671486211e+00
1.083005319490321083e+00,1.101013984703439696e+00,-8.688941096021491006e+00
1.099477102101579895e+00,1.107306642388615758e+00,-8.689473445146385089e+00
1.110340389908956782e+00,1.103030366509243798e+00,-8.700689555111729589e+00
1.114311391649399630e+00,1.107734879201149436e+00,-8.697121064290433523e+00
1.101853708209756366e+00,1.094918078143942264e+00,-8.687969378285815836e+00
1.093930308766434933e+00,1.105006900434168493e+00,-8.682929510049607558e+00
1.106656086723369903e+00,1.092362720671695930e+00,-8.703436533579866463e+00
